Date,Year,Month,MonthNumber,Quarter,MonthYear,MonthYearSort
19-May-12,2012,May,5,Q2,May-12,201205
20-May-12,2012,May,5,Q2,May-12,201205
21-May-12,2012,May,5,Q2,May-12,201205
22-May-12,2012,May,5,Q2,May-12,201205
23-May-12,2012,May,5,Q2,May-12,201205
24-May-12,2012,May,5,Q2,May-12,201205
25-May-12,2012,May,5,Q2,May-12,201205
26-May-12,2012,May,5,Q2,May-12,201205
27-May-12,2012,May,5,Q2,May-12,201205
28-May-12,2012,May,5,Q2,May-12,201205
29-May-12,2012,May,5,Q2,May-12,201205
30-May-12,2012,May,5,Q2,May-12,201205
31-May-12,2012,May,5,Q2,May-12,201205
1-Jun-12,2012,June,6,Q2,Jun-12,201206
2-Jun-12,2012,June,6,Q2,Jun-12,201206
3-Jun-12,2012,June,6,Q2,Jun-12,201206
4-Jun-12,2012,June,6,Q2,Jun-12,201206
5-Jun-12,2012,June,6,Q2,Jun-12,201206
6-Jun-12,2012,June,6,Q2,Jun-12,201206
7-Jun-12,2012,June,6,Q2,Jun-12,201206
8-Jun-12,2012,June,6,Q2,Jun-12,201206
9-Jun-12,2012,June,6,Q2,Jun-12,201206
10-Jun-12,2012,June,6,Q2,Jun-12,201206
11-Jun-12,2012,June,6,Q2,Jun-12,201206
12-Jun-12,2012,June,6,Q2,Jun-12,201206
13-Jun-12,2012,June,6,Q2,Jun-12,201206
14-Jun-12,2012,June,6,Q2,Jun-12,201206
15-Jun-12,2012,June,6,Q2,Jun-12,201206
16-Jun-12,2012,June,6,Q2,Jun-12,201206
17-Jun-12,2012,June,6,Q2,Jun-12,201206
18-Jun-12,2012,June,6,Q2,Jun-12,201206
19-Jun-12,2012,June,6,Q2,Jun-12,201206
20-Jun-12,2012,June,6,Q2,Jun-12,201206
21-Jun-12,2012,June,6,Q2,Jun-12,201206
22-Jun-12,2012,June,6,Q2,Jun-12,201206
23-Jun-12,2012,June,6,Q2,Jun-12,201206
24-Jun-12,2012,June,6,Q2,Jun-12,201206
25-Jun-12,2012,June,6,Q2,Jun-12,201206
26-Jun-12,2012,June,6,Q2,Jun-12,201206
27-Jun-12,2012,June,6,Q2,Jun-12,201206
28-Jun-12,2012,June,6,Q2,Jun-12,201206
29-Jun-12,2012,June,6,Q2,Jun-12,201206
30-Jun-12,2012,June,6,Q2,Jun-12,201206
1-Jul-12,2012,July,7,Q3,Jul-12,201207
2-Jul-12,2012,July,7,Q3,Jul-12,201207
3-Jul-12,2012,July,7,Q3,Jul-12,201207
4-Jul-12,2012,July,7,Q3,Jul-12,201207
5-Jul-12,2012,July,7,Q3,Jul-12,201207
6-Jul-12,2012,July,7,Q3,Jul-12,201207
7-Jul-12,2012,July,7,Q3,Jul-12,201207
8-Jul-12,2012,July,7,Q3,Jul-12,201207
9-Jul-12,2012,July,7,Q3,Jul-12,201207
10-Jul-12,2012,July,7,Q3,Jul-12,201207
11-Jul-12,2012,July,7,Q3,Jul-12,201207
12-Jul-12,2012,July,7,Q3,Jul-12,201207
13-Jul-12,2012,July,7,Q3,Jul-12,201207
14-Jul-12,2012,July,7,Q3,Jul-12,201207
15-Jul-12,2012,July,7,Q3,Jul-12,201207
16-Jul-12,2012,July,7,Q3,Jul-12,201207
17-Jul-12,2012,July,7,Q3,Jul-12,201207
18-Jul-12,2012,July,7,Q3,Jul-12,201207
19-Jul-12,2012,July,7,Q3,Jul-12,201207
20-Jul-12,2012,July,7,Q3,Jul-12,201207
21-Jul-12,2012,July,7,Q3,Jul-12,201207
22-Jul-12,2012,July,7,Q3,Jul-12,201207
23-Jul-12,2012,July,7,Q3,Jul-12,201207
24-Jul-12,2012,July,7,Q3,Jul-12,201207
25-Jul-12,2012,July,7,Q3,Jul-12,201207
26-Jul-12,2012,July,7,Q3,Jul-12,201207
27-Jul-12,2012,July,7,Q3,Jul-12,201207
28-Jul-12,2012,July,7,Q3,Jul-12,201207
29-Jul-12,2012,July,7,Q3,Jul-12,201207
30-Jul-12,2012,July,7,Q3,Jul-12,201207
31-Jul-12,2012,July,7,Q3,Jul-12,201207
1-Aug-12,2012,August,8,Q3,Aug-12,201208
2-Aug-12,2012,August,8,Q3,Aug-12,201208
3-Aug-12,2012,August,8,Q3,Aug-12,201208
4-Aug-12,2012,August,8,Q3,Aug-12,201208
5-Aug-12,2012,August,8,Q3,Aug-12,201208
6-Aug-12,2012,August,8,Q3,Aug-12,201208
7-Aug-12,2012,August,8,Q3,Aug-12,201208
8-Aug-12,2012,August,8,Q3,Aug-12,201208
9-Aug-12,2012,August,8,Q3,Aug-12,201208
10-Aug-12,2012,August,8,Q3,Aug-12,201208
11-Aug-12,2012,August,8,Q3,Aug-12,201208
12-Aug-12,2012,August,8,Q3,Aug-12,201208
13-Aug-12,2012,August,8,Q3,Aug-12,201208
14-Aug-12,2012,August,8,Q3,Aug-12,201208
15-Aug-12,2012,August,8,Q3,Aug-12,201208
16-Aug-12,2012,August,8,Q3,Aug-12,201208
17-Aug-12,2012,August,8,Q3,Aug-12,201208
18-Aug-12,2012,August,8,Q3,Aug-12,201208
19-Aug-12,2012,August,8,Q3,Aug-12,201208
20-Aug-12,2012,August,8,Q3,Aug-12,201208
21-Aug-12,2012,August,8,Q3,Aug-12,201208
22-Aug-12,2012,August,8,Q3,Aug-12,201208
23-Aug-12,2012,August,8,Q3,Aug-12,201208
24-Aug-12,2012,August,8,Q3,Aug-12,201208
25-Aug-12,2012,August,8,Q3,Aug-12,201208
26-Aug-12,2012,August,8,Q3,Aug-12,201208
27-Aug-12,2012,August,8,Q3,Aug-12,201208
28-Aug-12,2012,August,8,Q3,Aug-12,201208
29-Aug-12,2012,August,8,Q3,Aug-12,201208
30-Aug-12,2012,August,8,Q3,Aug-12,201208
31-Aug-12,2012,August,8,Q3,Aug-12,201208
1-Sep-12,2012,September,9,Q3,Sep-12,201209
2-Sep-12,2012,September,9,Q3,Sep-12,201209
3-Sep-12,2012,September,9,Q3,Sep-12,201209
4-Sep-12,2012,September,9,Q3,Sep-12,201209
5-Sep-12,2012,September,9,Q3,Sep-12,201209
6-Sep-12,2012,September,9,Q3,Sep-12,201209
7-Sep-12,2012,September,9,Q3,Sep-12,201209
8-Sep-12,2012,September,9,Q3,Sep-12,201209
9-Sep-12,2012,September,9,Q3,Sep-12,201209
10-Sep-12,2012,September,9,Q3,Sep-12,201209
11-Sep-12,2012,September,9,Q3,Sep-12,201209
12-Sep-12,2012,September,9,Q3,Sep-12,201209
13-Sep-12,2012,September,9,Q3,Sep-12,201209
14-Sep-12,2012,September,9,Q3,Sep-12,201209
15-Sep-12,2012,September,9,Q3,Sep-12,201209
16-Sep-12,2012,September,9,Q3,Sep-12,201209
17-Sep-12,2012,September,9,Q3,Sep-12,201209
18-Sep-12,2012,September,9,Q3,Sep-12,201209
19-Sep-12,2012,September,9,Q3,Sep-12,201209
20-Sep-12,2012,September,9,Q3,Sep-12,201209
21-Sep-12,2012,September,9,Q3,Sep-12,201209
22-Sep-12,2012,September,9,Q3,Sep-12,201209
23-Sep-12,2012,September,9,Q3,Sep-12,201209
24-Sep-12,2012,September,9,Q3,Sep-12,201209
25-Sep-12,2012,September,9,Q3,Sep-12,201209
26-Sep-12,2012,September,9,Q3,Sep-12,201209
27-Sep-12,2012,September,9,Q3,Sep-12,201209
28-Sep-12,2012,September,9,Q3,Sep-12,201209
29-Sep-12,2012,September,9,Q3,Sep-12,201209
30-Sep-12,2012,September,9,Q3,Sep-12,201209
1-Oct-12,2012,October,10,Q4,Oct-12,201210
2-Oct-12,2012,October,10,Q4,Oct-12,201210
3-Oct-12,2012,October,10,Q4,Oct-12,201210
4-Oct-12,2012,October,10,Q4,Oct-12,201210
5-Oct-12,2012,October,10,Q4,Oct-12,201210
6-Oct-12,2012,October,10,Q4,Oct-12,201210
7-Oct-12,2012,October,10,Q4,Oct-12,201210
8-Oct-12,2012,October,10,Q4,Oct-12,201210
9-Oct-12,2012,October,10,Q4,Oct-12,201210
10-Oct-12,2012,October,10,Q4,Oct-12,201210
11-Oct-12,2012,October,10,Q4,Oct-12,201210
12-Oct-12,2012,October,10,Q4,Oct-12,201210
13-Oct-12,2012,October,10,Q4,Oct-12,201210
14-Oct-12,2012,October,10,Q4,Oct-12,201210
15-Oct-12,2012,October,10,Q4,Oct-12,201210
16-Oct-12,2012,October,10,Q4,Oct-12,201210
17-Oct-12,2012,October,10,Q4,Oct-12,201210
18-Oct-12,2012,October,10,Q4,Oct-12,201210
19-Oct-12,2012,October,10,Q4,Oct-12,201210
20-Oct-12,2012,October,10,Q4,Oct-12,201210
21-Oct-12,2012,October,10,Q4,Oct-12,201210
22-Oct-12,2012,October,10,Q4,Oct-12,201210
23-Oct-12,2012,October,10,Q4,Oct-12,201210
24-Oct-12,2012,October,10,Q4,Oct-12,201210
25-Oct-12,2012,October,10,Q4,Oct-12,201210
26-Oct-12,2012,October,10,Q4,Oct-12,201210
27-Oct-12,2012,October,10,Q4,Oct-12,201210
28-Oct-12,2012,October,10,Q4,Oct-12,201210
29-Oct-12,2012,October,10,Q4,Oct-12,201210
30-Oct-12,2012,October,10,Q4,Oct-12,201210
31-Oct-12,2012,October,10,Q4,Oct-12,201210
1-Nov-12,2012,November,11,Q4,Nov-12,201211
2-Nov-12,2012,November,11,Q4,Nov-12,201211
3-Nov-12,2012,November,11,Q4,Nov-12,201211
4-Nov-12,2012,November,11,Q4,Nov-12,201211
5-Nov-12,2012,November,11,Q4,Nov-12,201211
6-Nov-12,2012,November,11,Q4,Nov-12,201211
7-Nov-12,2012,November,11,Q4,Nov-12,201211
8-Nov-12,2012,November,11,Q4,Nov-12,201211
9-Nov-12,2012,November,11,Q4,Nov-12,201211
10-Nov-12,2012,November,11,Q4,Nov-12,201211
11-Nov-12,2012,November,11,Q4,Nov-12,201211
12-Nov-12,2012,November,11,Q4,Nov-12,201211
13-Nov-12,2012,November,11,Q4,Nov-12,201211
14-Nov-12,2012,November,11,Q4,Nov-12,201211
15-Nov-12,2012,November,11,Q4,Nov-12,201211
16-Nov-12,2012,November,11,Q4,Nov-12,201211
17-Nov-12,2012,November,11,Q4,Nov-12,201211
18-Nov-12,2012,November,11,Q4,Nov-12,201211
19-Nov-12,2012,November,11,Q4,Nov-12,201211
20-Nov-12,2012,November,11,Q4,Nov-12,201211
21-Nov-12,2012,November,11,Q4,Nov-12,201211
22-Nov-12,2012,November,11,Q4,Nov-12,201211
23-Nov-12,2012,November,11,Q4,Nov-12,201211
24-Nov-12,2012,November,11,Q4,Nov-12,201211
25-Nov-12,2012,November,11,Q4,Nov-12,201211
26-Nov-12,2012,November,11,Q4,Nov-12,201211
27-Nov-12,2012,November,11,Q4,Nov-12,201211
28-Nov-12,2012,November,11,Q4,Nov-12,201211
29-Nov-12,2012,November,11,Q4,Nov-12,201211
30-Nov-12,2012,November,11,Q4,Nov-12,201211
1-Dec-12,2012,December,12,Q4,Dec-12,201212
2-Dec-12,2012,December,12,Q4,Dec-12,201212
3-Dec-12,2012,December,12,Q4,Dec-12,201212
4-Dec-12,2012,December,12,Q4,Dec-12,201212
5-Dec-12,2012,December,12,Q4,Dec-12,201212
6-Dec-12,2012,December,12,Q4,Dec-12,201212
7-Dec-12,2012,December,12,Q4,Dec-12,201212
8-Dec-12,2012,December,12,Q4,Dec-12,201212
9-Dec-12,2012,December,12,Q4,Dec-12,201212
10-Dec-12,2012,December,12,Q4,Dec-12,201212
11-Dec-12,2012,December,12,Q4,Dec-12,201212
12-Dec-12,2012,December,12,Q4,Dec-12,201212
13-Dec-12,2012,December,12,Q4,Dec-12,201212
14-Dec-12,2012,December,12,Q4,Dec-12,201212
15-Dec-12,2012,December,12,Q4,Dec-12,201212
16-Dec-12,2012,December,12,Q4,Dec-12,201212
17-Dec-12,2012,December,12,Q4,Dec-12,201212
18-Dec-12,2012,December,12,Q4,Dec-12,201212
19-Dec-12,2012,December,12,Q4,Dec-12,201212
20-Dec-12,2012,December,12,Q4,Dec-12,201212
21-Dec-12,2012,December,12,Q4,Dec-12,201212
22-Dec-12,2012,December,12,Q4,Dec-12,201212
23-Dec-12,2012,December,12,Q4,Dec-12,201212
24-Dec-12,2012,December,12,Q4,Dec-12,201212
25-Dec-12,2012,December,12,Q4,Dec-12,201212
26-Dec-12,2012,December,12,Q4,Dec-12,201212
27-Dec-12,2012,December,12,Q4,Dec-12,201212
28-Dec-12,2012,December,12,Q4,Dec-12,201212
29-Dec-12,2012,December,12,Q4,Dec-12,201212
30-Dec-12,2012,December,12,Q4,Dec-12,201212
31-Dec-12,2012,December,12,Q4,Dec-12,201212
1-Jan-13,2013,January,1,Q1,Jan-13,201301
2-Jan-13,2013,January,1,Q1,Jan-13,201301
3-Jan-13,2013,January,1,Q1,Jan-13,201301
4-Jan-13,2013,January,1,Q1,Jan-13,201301
5-Jan-13,2013,January,1,Q1,Jan-13,201301
6-Jan-13,2013,January,1,Q1,Jan-13,201301
7-Jan-13,2013,January,1,Q1,Jan-13,201301
8-Jan-13,2013,January,1,Q1,Jan-13,201301
9-Jan-13,2013,January,1,Q1,Jan-13,201301
10-Jan-13,2013,January,1,Q1,Jan-13,201301
11-Jan-13,2013,January,1,Q1,Jan-13,201301
12-Jan-13,2013,January,1,Q1,Jan-13,201301
13-Jan-13,2013,January,1,Q1,Jan-13,201301
14-Jan-13,2013,January,1,Q1,Jan-13,201301
15-Jan-13,2013,January,1,Q1,Jan-13,201301
16-Jan-13,2013,January,1,Q1,Jan-13,201301
17-Jan-13,2013,January,1,Q1,Jan-13,201301
18-Jan-13,2013,January,1,Q1,Jan-13,201301
19-Jan-13,2013,January,1,Q1,Jan-13,201301
20-Jan-13,2013,January,1,Q1,Jan-13,201301
21-Jan-13,2013,January,1,Q1,Jan-13,201301
22-Jan-13,2013,January,1,Q1,Jan-13,201301
23-Jan-13,2013,January,1,Q1,Jan-13,201301
24-Jan-13,2013,January,1,Q1,Jan-13,201301
25-Jan-13,2013,January,1,Q1,Jan-13,201301
26-Jan-13,2013,January,1,Q1,Jan-13,201301
27-Jan-13,2013,January,1,Q1,Jan-13,201301
28-Jan-13,2013,January,1,Q1,Jan-13,201301
29-Jan-13,2013,January,1,Q1,Jan-13,201301
30-Jan-13,2013,January,1,Q1,Jan-13,201301
31-Jan-13,2013,January,1,Q1,Jan-13,201301
1-Feb-13,2013,February,2,Q1,Feb-13,201302
2-Feb-13,2013,February,2,Q1,Feb-13,201302
3-Feb-13,2013,February,2,Q1,Feb-13,201302
4-Feb-13,2013,February,2,Q1,Feb-13,201302
5-Feb-13,2013,February,2,Q1,Feb-13,201302
6-Feb-13,2013,February,2,Q1,Feb-13,201302
7-Feb-13,2013,February,2,Q1,Feb-13,201302
8-Feb-13,2013,February,2,Q1,Feb-13,201302
9-Feb-13,2013,February,2,Q1,Feb-13,201302
10-Feb-13,2013,February,2,Q1,Feb-13,201302
11-Feb-13,2013,February,2,Q1,Feb-13,201302
12-Feb-13,2013,February,2,Q1,Feb-13,201302
13-Feb-13,2013,February,2,Q1,Feb-13,201302
14-Feb-13,2013,February,2,Q1,Feb-13,201302
15-Feb-13,2013,February,2,Q1,Feb-13,201302
16-Feb-13,2013,February,2,Q1,Feb-13,201302
17-Feb-13,2013,February,2,Q1,Feb-13,201302
18-Feb-13,2013,February,2,Q1,Feb-13,201302
19-Feb-13,2013,February,2,Q1,Feb-13,201302
20-Feb-13,2013,February,2,Q1,Feb-13,201302
21-Feb-13,2013,February,2,Q1,Feb-13,201302
22-Feb-13,2013,February,2,Q1,Feb-13,201302
23-Feb-13,2013,February,2,Q1,Feb-13,201302
24-Feb-13,2013,February,2,Q1,Feb-13,201302
25-Feb-13,2013,February,2,Q1,Feb-13,201302
26-Feb-13,2013,February,2,Q1,Feb-13,201302
27-Feb-13,2013,February,2,Q1,Feb-13,201302
28-Feb-13,2013,February,2,Q1,Feb-13,201302
1-Mar-13,2013,March,3,Q1,Mar-13,201303
2-Mar-13,2013,March,3,Q1,Mar-13,201303
3-Mar-13,2013,March,3,Q1,Mar-13,201303
4-Mar-13,2013,March,3,Q1,Mar-13,201303
5-Mar-13,2013,March,3,Q1,Mar-13,201303
6-Mar-13,2013,March,3,Q1,Mar-13,201303
7-Mar-13,2013,March,3,Q1,Mar-13,201303
8-Mar-13,2013,March,3,Q1,Mar-13,201303
9-Mar-13,2013,March,3,Q1,Mar-13,201303
10-Mar-13,2013,March,3,Q1,Mar-13,201303
11-Mar-13,2013,March,3,Q1,Mar-13,201303
12-Mar-13,2013,March,3,Q1,Mar-13,201303
13-Mar-13,2013,March,3,Q1,Mar-13,201303
14-Mar-13,2013,March,3,Q1,Mar-13,201303
15-Mar-13,2013,March,3,Q1,Mar-13,201303
16-Mar-13,2013,March,3,Q1,Mar-13,201303
17-Mar-13,2013,March,3,Q1,Mar-13,201303
18-Mar-13,2013,March,3,Q1,Mar-13,201303
19-Mar-13,2013,March,3,Q1,Mar-13,201303
20-Mar-13,2013,March,3,Q1,Mar-13,201303
21-Mar-13,2013,March,3,Q1,Mar-13,201303
22-Mar-13,2013,March,3,Q1,Mar-13,201303
23-Mar-13,2013,March,3,Q1,Mar-13,201303
24-Mar-13,2013,March,3,Q1,Mar-13,201303
25-Mar-13,2013,March,3,Q1,Mar-13,201303
26-Mar-13,2013,March,3,Q1,Mar-13,201303
27-Mar-13,2013,March,3,Q1,Mar-13,201303
28-Mar-13,2013,March,3,Q1,Mar-13,201303
29-Mar-13,2013,March,3,Q1,Mar-13,201303
30-Mar-13,2013,March,3,Q1,Mar-13,201303
31-Mar-13,2013,March,3,Q1,Mar-13,201303
1-Apr-13,2013,April,4,Q2,Apr-13,201304
2-Apr-13,2013,April,4,Q2,Apr-13,201304
3-Apr-13,2013,April,4,Q2,Apr-13,201304
4-Apr-13,2013,April,4,Q2,Apr-13,201304
5-Apr-13,2013,April,4,Q2,Apr-13,201304
6-Apr-13,2013,April,4,Q2,Apr-13,201304
7-Apr-13,2013,April,4,Q2,Apr-13,201304
8-Apr-13,2013,April,4,Q2,Apr-13,201304
9-Apr-13,2013,April,4,Q2,Apr-13,201304
10-Apr-13,2013,April,4,Q2,Apr-13,201304
11-Apr-13,2013,April,4,Q2,Apr-13,201304
12-Apr-13,2013,April,4,Q2,Apr-13,201304
13-Apr-13,2013,April,4,Q2,Apr-13,201304
14-Apr-13,2013,April,4,Q2,Apr-13,201304
15-Apr-13,2013,April,4,Q2,Apr-13,201304
16-Apr-13,2013,April,4,Q2,Apr-13,201304
17-Apr-13,2013,April,4,Q2,Apr-13,201304
18-Apr-13,2013,April,4,Q2,Apr-13,201304
19-Apr-13,2013,April,4,Q2,Apr-13,201304
20-Apr-13,2013,April,4,Q2,Apr-13,201304
21-Apr-13,2013,April,4,Q2,Apr-13,201304
22-Apr-13,2013,April,4,Q2,Apr-13,201304
23-Apr-13,2013,April,4,Q2,Apr-13,201304
24-Apr-13,2013,April,4,Q2,Apr-13,201304
25-Apr-13,2013,April,4,Q2,Apr-13,201304
26-Apr-13,2013,April,4,Q2,Apr-13,201304
27-Apr-13,2013,April,4,Q2,Apr-13,201304
28-Apr-13,2013,April,4,Q2,Apr-13,201304
29-Apr-13,2013,April,4,Q2,Apr-13,201304
30-Apr-13,2013,April,4,Q2,Apr-13,201304
1-May-13,2013,May,5,Q2,May-13,201305
2-May-13,2013,May,5,Q2,May-13,201305
3-May-13,2013,May,5,Q2,May-13,201305
4-May-13,2013,May,5,Q2,May-13,201305
5-May-13,2013,May,5,Q2,May-13,201305
6-May-13,2013,May,5,Q2,May-13,201305
7-May-13,2013,May,5,Q2,May-13,201305
8-May-13,2013,May,5,Q2,May-13,201305
9-May-13,2013,May,5,Q2,May-13,201305
10-May-13,2013,May,5,Q2,May-13,201305
11-May-13,2013,May,5,Q2,May-13,201305
12-May-13,2013,May,5,Q2,May-13,201305
13-May-13,2013,May,5,Q2,May-13,201305
14-May-13,2013,May,5,Q2,May-13,201305
15-May-13,2013,May,5,Q2,May-13,201305
16-May-13,2013,May,5,Q2,May-13,201305
17-May-13,2013,May,5,Q2,May-13,201305
18-May-13,2013,May,5,Q2,May-13,201305
19-May-13,2013,May,5,Q2,May-13,201305
20-May-13,2013,May,5,Q2,May-13,201305
21-May-13,2013,May,5,Q2,May-13,201305
22-May-13,2013,May,5,Q2,May-13,201305
23-May-13,2013,May,5,Q2,May-13,201305
24-May-13,2013,May,5,Q2,May-13,201305
25-May-13,2013,May,5,Q2,May-13,201305
26-May-13,2013,May,5,Q2,May-13,201305
27-May-13,2013,May,5,Q2,May-13,201305
28-May-13,2013,May,5,Q2,May-13,201305
29-May-13,2013,May,5,Q2,May-13,201305
30-May-13,2013,May,5,Q2,May-13,201305
31-May-13,2013,May,5,Q2,May-13,201305
1-Jun-13,2013,June,6,Q2,Jun-13,201306
2-Jun-13,2013,June,6,Q2,Jun-13,201306
3-Jun-13,2013,June,6,Q2,Jun-13,201306
4-Jun-13,2013,June,6,Q2,Jun-13,201306
5-Jun-13,2013,June,6,Q2,Jun-13,201306
6-Jun-13,2013,June,6,Q2,Jun-13,201306
7-Jun-13,2013,June,6,Q2,Jun-13,201306
8-Jun-13,2013,June,6,Q2,Jun-13,201306
9-Jun-13,2013,June,6,Q2,Jun-13,201306
10-Jun-13,2013,June,6,Q2,Jun-13,201306
11-Jun-13,2013,June,6,Q2,Jun-13,201306
12-Jun-13,2013,June,6,Q2,Jun-13,201306
13-Jun-13,2013,June,6,Q2,Jun-13,201306
14-Jun-13,2013,June,6,Q2,Jun-13,201306
15-Jun-13,2013,June,6,Q2,Jun-13,201306
16-Jun-13,2013,June,6,Q2,Jun-13,201306
17-Jun-13,2013,June,6,Q2,Jun-13,201306
18-Jun-13,2013,June,6,Q2,Jun-13,201306
19-Jun-13,2013,June,6,Q2,Jun-13,201306
20-Jun-13,2013,June,6,Q2,Jun-13,201306
21-Jun-13,2013,June,6,Q2,Jun-13,201306
22-Jun-13,2013,June,6,Q2,Jun-13,201306
23-Jun-13,2013,June,6,Q2,Jun-13,201306
24-Jun-13,2013,June,6,Q2,Jun-13,201306
25-Jun-13,2013,June,6,Q2,Jun-13,201306
26-Jun-13,2013,June,6,Q2,Jun-13,201306
27-Jun-13,2013,June,6,Q2,Jun-13,201306
28-Jun-13,2013,June,6,Q2,Jun-13,201306
29-Jun-13,2013,June,6,Q2,Jun-13,201306
30-Jun-13,2013,June,6,Q2,Jun-13,201306
1-Jul-13,2013,July,7,Q3,Jul-13,201307
2-Jul-13,2013,July,7,Q3,Jul-13,201307
3-Jul-13,2013,July,7,Q3,Jul-13,201307
4-Jul-13,2013,July,7,Q3,Jul-13,201307
5-Jul-13,2013,July,7,Q3,Jul-13,201307
6-Jul-13,2013,July,7,Q3,Jul-13,201307
7-Jul-13,2013,July,7,Q3,Jul-13,201307
8-Jul-13,2013,July,7,Q3,Jul-13,201307
9-Jul-13,2013,July,7,Q3,Jul-13,201307
10-Jul-13,2013,July,7,Q3,Jul-13,201307
11-Jul-13,2013,July,7,Q3,Jul-13,201307
12-Jul-13,2013,July,7,Q3,Jul-13,201307
13-Jul-13,2013,July,7,Q3,Jul-13,201307
14-Jul-13,2013,July,7,Q3,Jul-13,201307
15-Jul-13,2013,July,7,Q3,Jul-13,201307
16-Jul-13,2013,July,7,Q3,Jul-13,201307
17-Jul-13,2013,July,7,Q3,Jul-13,201307
18-Jul-13,2013,July,7,Q3,Jul-13,201307
19-Jul-13,2013,July,7,Q3,Jul-13,201307
20-Jul-13,2013,July,7,Q3,Jul-13,201307
21-Jul-13,2013,July,7,Q3,Jul-13,201307
22-Jul-13,2013,July,7,Q3,Jul-13,201307
23-Jul-13,2013,July,7,Q3,Jul-13,201307
24-Jul-13,2013,July,7,Q3,Jul-13,201307
25-Jul-13,2013,July,7,Q3,Jul-13,201307
26-Jul-13,2013,July,7,Q3,Jul-13,201307
27-Jul-13,2013,July,7,Q3,Jul-13,201307
28-Jul-13,2013,July,7,Q3,Jul-13,201307
29-Jul-13,2013,July,7,Q3,Jul-13,201307
30-Jul-13,2013,July,7,Q3,Jul-13,201307
31-Jul-13,2013,July,7,Q3,Jul-13,201307
1-Aug-13,2013,August,8,Q3,Aug-13,201308
2-Aug-13,2013,August,8,Q3,Aug-13,201308
3-Aug-13,2013,August,8,Q3,Aug-13,201308
4-Aug-13,2013,August,8,Q3,Aug-13,201308
5-Aug-13,2013,August,8,Q3,Aug-13,201308
6-Aug-13,2013,August,8,Q3,Aug-13,201308
7-Aug-13,2013,August,8,Q3,Aug-13,201308
8-Aug-13,2013,August,8,Q3,Aug-13,201308
9-Aug-13,2013,August,8,Q3,Aug-13,201308
10-Aug-13,2013,August,8,Q3,Aug-13,201308
11-Aug-13,2013,August,8,Q3,Aug-13,201308
12-Aug-13,2013,August,8,Q3,Aug-13,201308
13-Aug-13,2013,August,8,Q3,Aug-13,201308
14-Aug-13,2013,August,8,Q3,Aug-13,201308
15-Aug-13,2013,August,8,Q3,Aug-13,201308
16-Aug-13,2013,August,8,Q3,Aug-13,201308
17-Aug-13,2013,August,8,Q3,Aug-13,201308
18-Aug-13,2013,August,8,Q3,Aug-13,201308
19-Aug-13,2013,August,8,Q3,Aug-13,201308
20-Aug-13,2013,August,8,Q3,Aug-13,201308
21-Aug-13,2013,August,8,Q3,Aug-13,201308
22-Aug-13,2013,August,8,Q3,Aug-13,201308
23-Aug-13,2013,August,8,Q3,Aug-13,201308
24-Aug-13,2013,August,8,Q3,Aug-13,201308
25-Aug-13,2013,August,8,Q3,Aug-13,201308
26-Aug-13,2013,August,8,Q3,Aug-13,201308
27-Aug-13,2013,August,8,Q3,Aug-13,201308
28-Aug-13,2013,August,8,Q3,Aug-13,201308
29-Aug-13,2013,August,8,Q3,Aug-13,201308
30-Aug-13,2013,August,8,Q3,Aug-13,201308
31-Aug-13,2013,August,8,Q3,Aug-13,201308
1-Sep-13,2013,September,9,Q3,Sep-13,201309
2-Sep-13,2013,September,9,Q3,Sep-13,201309
3-Sep-13,2013,September,9,Q3,Sep-13,201309
4-Sep-13,2013,September,9,Q3,Sep-13,201309
5-Sep-13,2013,September,9,Q3,Sep-13,201309
6-Sep-13,2013,September,9,Q3,Sep-13,201309
7-Sep-13,2013,September,9,Q3,Sep-13,201309
8-Sep-13,2013,September,9,Q3,Sep-13,201309
9-Sep-13,2013,September,9,Q3,Sep-13,201309
10-Sep-13,2013,September,9,Q3,Sep-13,201309
11-Sep-13,2013,September,9,Q3,Sep-13,201309
12-Sep-13,2013,September,9,Q3,Sep-13,201309
13-Sep-13,2013,September,9,Q3,Sep-13,201309
14-Sep-13,2013,September,9,Q3,Sep-13,201309
15-Sep-13,2013,September,9,Q3,Sep-13,201309
16-Sep-13,2013,September,9,Q3,Sep-13,201309
17-Sep-13,2013,September,9,Q3,Sep-13,201309
18-Sep-13,2013,September,9,Q3,Sep-13,201309
19-Sep-13,2013,September,9,Q3,Sep-13,201309
20-Sep-13,2013,September,9,Q3,Sep-13,201309
21-Sep-13,2013,September,9,Q3,Sep-13,201309
22-Sep-13,2013,September,9,Q3,Sep-13,201309
23-Sep-13,2013,September,9,Q3,Sep-13,201309
24-Sep-13,2013,September,9,Q3,Sep-13,201309
25-Sep-13,2013,September,9,Q3,Sep-13,201309
26-Sep-13,2013,September,9,Q3,Sep-13,201309
27-Sep-13,2013,September,9,Q3,Sep-13,201309
28-Sep-13,2013,September,9,Q3,Sep-13,201309
29-Sep-13,2013,September,9,Q3,Sep-13,201309
30-Sep-13,2013,September,9,Q3,Sep-13,201309
1-Oct-13,2013,October,10,Q4,Oct-13,201310
2-Oct-13,2013,October,10,Q4,Oct-13,201310
3-Oct-13,2013,October,10,Q4,Oct-13,201310
4-Oct-13,2013,October,10,Q4,Oct-13,201310
5-Oct-13,2013,October,10,Q4,Oct-13,201310
